Category,Location,Incident,Date/Time
Sexual Invites,"Dhaula Kuan Bus Stop, Mahatma Gandhi Road, Dhaula Kuan Enclave I, Dhaula Kuan, New Delhi, Delhi 110021, India"," in night three guys assumed that i am involved me in business of prostitution and started misbehaving i called the police and latter they apologised.  
						  More Information »
« Less Information
","13:19 Nov 06, 2013"
Ogling/Facial Expressions/Staring,munrika road," i was with my friends wet in the rain and some boys commented on us  
						  More Information »
« Less Information
","13:18 Nov 06, 2013"
Chain Snatching / Robbery,"Dtc Bus Terminal Road, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110016, India"," i lost my phone and wallet  
						  More Information »
« Less Information
","13:18 Nov 06, 2013"
Commenting,In buses," in bus from satya niketan to a anand vihar  
						  More Information »
« Less Information
","13:16 Nov 06, 2013"
Chain Snatching / Robbery,"Dtc Bus Terminal Road, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110016, India"," in the morning i lost my wallet  
						  More Information »
« Less Information
","13:16 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Dhaula Kuan, Bus Lane, Dhaula Kuan I, Delhi Cantonment, New Delhi, Delhi 110010, India"," AT NIGHT, GROUP OF BOYS STALKED ME, AND WHEN I STARTED RUNNING FOR MY SAFETY ,THEY DRAGGED ME DOWN. I STARTED SHOUTING AND CROWD GATHERED ,...  
						  More Information »
« Less Information
","13:15 Nov 06, 2013"
Chain Snatching / Robbery,"Chawri Bazar, Hauz Qazi Chowk, Lal Kuan Bazar, Indraprastha, New Delhi, Delhi 110006, India"," in night my chain and phone was snatched  
						  More Information »
« Less Information
","13:14 Nov 06, 2013"
Chain Snatching / Robbery,Munrika bus stand," on evening my mobile was snatched from bikers.  
						  More Information »
« Less Information
","13:13 Nov 06, 2013"
Commenting,"Chattarpur, Madhya Pradesh 483220, India"," in evening 12 boys was commenting  
						  More Information »
« Less Information
","13:13 Nov 06, 2013"
Touching /Groping,"Dhaula Kuan Bus Stop, Mahatma Gandhi Road, Dhaula Kuan Enclave I, Dhaula Kuan, New Delhi, Delhi 110021, India"," in morning i was standing at bus stop.a guy was staring in a unappropriate manners and was trying to touch my hand and other parts.  
						  More Information »
« Less Information
","13:13 Nov 06, 2013"
Chain Snatching / Robbery,"Kapashera, New Delhi, Delhi, India"," AT NIGHT, A GROUP OF YOUNG BOYS WERE FOLLOWING A GIRL AND STOLE HER HAND BAG AN PHONE. LUCKILY THAT GIRL WAS SAFE  
						  More Information »
« Less Information
","13:12 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Dwarka Sector 8 Metro Station, Sector 21, Dwarka, New Delhi, Delhi 110075"," USUALLY AT NIGHT THIS AREA IS HIGHLY UNSAFE.  
						  More Information »
« Less Information
","13:11 Nov 06, 2013"
Chain Snatching / Robbery,"Nelson Mandela Road, New Delhi, Delhi, India"," in night my chain was snatched  
						  More Information »
« Less Information
","13:11 Nov 06, 2013"
Commenting,"Samalkha, Haryana, India"," in night commenting  
						  More Information »
« Less Information
","13:10 Nov 06, 2013"
Commenting,vasant kunj," people keep passing comments whenever i m going home from market  
						  More Information »
« Less Information
","13:09 Nov 06, 2013"
Commenting,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India"," USUALLY PEOPLE SITTING IDLE, COMMENT ON GIRLS.  
						  More Information »
« Less Information
","13:09 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," CANT SPECIFY EXACT LOCATION OR INCIDENT, THESE CASES HAPPEN EVERYDAY IN CAPITAL.  
						  More Information »
« Less Information
","13:08 Nov 06, 2013"
Commenting,"Bus Lane, Dhaula Kuan Enclave 2, Dhaula Kuan, New Delhi, Delhi 110010, India"," in evening a men was trying to touch a girl and just commenting  
						  More Information »
« Less Information
","13:08 Nov 06, 2013"
Touching /Groping,Rajiv Chowk," On evening , agroup of boys were commenting of girls making some non sense things  
						  More Information »
« Less Information
","13:07 Nov 06, 2013"
Commenting,"Mahipalpur, New Delhi, Delhi, India"," JUST COMMENTING ON BUS STAND.AT EVENING TIME MOSTLY  
						  More Information »
« Less Information
","13:05 Nov 06, 2013"
Commenting,"Janakpuri, New Delhi, Delhi, India"," in night some boys wee passing some comments  
						  More Information »
« Less Information
","13:04 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Dhaula Kuan, New Delhi, Delhi, India"," STANDING AROUND 8 PM AT BUS STAND AND GUYS WERE STANDING AND COMMENTING, I IGNORED.  
						  More Information »
« Less Information
","13:03 Nov 06, 2013"
Chain Snatching / Robbery,JLN Satdium," on evening , we were groups of 4,coming from practice and my phone eas lost on that way  
						  More Information »
« Less Information
","13:02 Nov 06, 2013"
Indecent exposure,"Dhaula Kuan, New Delhi, Delhi, India"," A GUY DRUNK WAS TRYING TO TOUCH ME AND DID REALLY OFFENSIVE BEHAVIOR WITH ME.  
						  More Information »
« Less Information
","13:01 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Bus Lane, Dhaula Kuan Enclave 2, Dhaula Kuan, New Delhi, Delhi 110010, India"," in morning in bus a boy stared continuously for 2 hrs  
						  More Information »
« Less Information
","13:01 Nov 06, 2013"
Chain Snatching / Robbery,mangla puri," On evening, my friend earnings were snatched there  and also threatned later she went to police station but in vain  
						  More Information »
« Less Information
","12:20 Nov 06, 2013"
Indecent exposure,DTC BUS(543)," On evening , a man in the bus tried to touch at my rivate pants and wen i opposed he started saying that he is gonna damage me badly  
						  More Information »
« Less Information
","12:14 Nov 06, 2013"
Ogling/Facial Expressions/Staring,Dtc bus 729," on Morning two guys contionously in the journey were try to touch commentibg and making faces un comfortable int was  
						  More Information »
« Less Information
","12:12 Nov 06, 2013"
Ogling/Facial Expressions/Staring,shahdra," At night, was there , b'coz of some work but there some guys near bus stop behaved in appropriately. i ignored and took bus  
						  More Information »
« Less Information
","12:08 Nov 06, 2013"
Catcalls/Whistles,Dhaula kaun," on evening, i was standing on the bus stop Some boys were commenting on me using abuse word  
						  More Information »
« Less Information
","12:07 Nov 06, 2013"
Commenting,Dhaula kaun," Some People standing at busstop who always roam up there at dhaula kaun comment on every girl who pass from there.  
						  More Information »
« Less Information
","12:04 Nov 06, 2013"
Sexual Invites,Moti bagh," At night, iwas  passing through moti bagh, i founfd this area is actually highly unsafe.  
						  More Information »
« Less Information
","11:59 Nov 06, 2013"
Ogling/Facial Expressions/Staring,Dhaula kaun," On morning,Touching  
						  More Information »
« Less Information
","11:55 Nov 06, 2013"
Ogling/Facial Expressions/Staring,Dhaula kaun," At night ,chain snatching  
						  More Information »
« Less Information
","11:53 Nov 06, 2013"
Catcalls/Whistles,kalyanpuri," at night chain snatching in bus  
						  More Information »
« Less Information
","11:52 Nov 06, 2013"
Touching /Groping,Bus Train and near home," on morning , a salesperson (at home) tried to molest by touching etc.  
						  More Information »
« Less Information
","11:50 Nov 06, 2013"
Ogling/Facial Expressions/Staring,13 bus LATE NIGHT AFTER THE EXAMINATION IN BUS STOP," when the exam over. reaching to busstop, 2 boys were charging their face expression  
						  More Information »
« Less Information
","11:46 Nov 06, 2013"
Commenting,Paharganj market," A guy came on bike and snactched my phone  
						  More Information »
« Less Information
","11:39 Nov 06, 2013"
Commenting,DTC BUS(578)," I was only girl in bus , aman tried to misbehave with me.I was really scared as hell, lucikly conductor supported me.  
						  More Information »
« Less Information
","11:37 Nov 06, 2013"
Catcalls/Whistles,bus < streets," Eve Teasing And Coomenting on girls while walking on road  
						  More Information »
« Less Information
","11:35 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"AIIMS Metro Station, Sri Aurobindo Marg, AIIMS Campus, Ansari Nagar East, New Delhi, Delhi 110029, India"," I usually travel at night by metro & these guys keep comenting & starts whistling. I ignore  
						  More Information »
« Less Information
","11:32 Nov 06, 2013"
Catcalls/Whistles,Sultanpuri," According to me the most unsafe place in delhi is sultanpuri. mobiles are snatched,beep staring tauting girls.  
						  More Information »
« Less Information
","11:24 Nov 06, 2013"
Stalking,"Kushak Road, Teen Murti Marg Area, New Delhi, Delhi 110011, India"," Few men, sitting on their bikes kept stalking our group. As soon as a police van was passing by we decided to report but before we could, they...  
						  More Information »
« Less Information
","18:30 Nov 05, 2013"
Stalking,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India"," Stalking, Staring, Groping, Sexual Invites  
						  More Information »
« Less Information
","11:58 Nov 05, 2013"
Ogling/Facial Expressions/Staring,"Secunderabad, Andhra Pradesh, India"," This need not be a specific date because it is an experience that renews itself every time I go there. The Rathifile bus station, near the Secunderabad...  
						  More Information »
« Less Information
","11:49 Nov 04, 2013"
Indecent exposure,"Nerul, Navi Mumbai, Maharashtra, India"," At Nerul station, when my daughter and I were climbing the FOB, this pervert came down the stairs exposing himself, targeting my daughter  
						  More Information »
« Less Information
","16:42 Nov 03, 2013"
Touching /Groping,"Mehsana, Gujarat, India"," Pinched on the breast at a water park in Mehsana, Gujarat  
						  More Information »
« Less Information
","15:57 Nov 03, 2013"
Ogling/Facial Expressions/Staring,"Indore, Madhya Pradesh, India"," Harassed in Indore  
						  More Information »
« Less Information
","14:33 Nov 03, 2013"
Taking pictures,"Goa 403527, India"," My friend and I were swimming and some men were taking pictures of us when we got out.  
						  More Information »
« Less Information
","12:07 Nov 02, 2013"
Ogling/Facial Expressions/Staring,KOLLAM," IT IS TAKEN  WHEN I WAS AT AUTO ON MY PLACE  
						  More Information »
« Less Information
","13:41 Nov 01, 2013"
Ogling/Facial Expressions/Staring,kollam," Mostly I used to take auto rickshaw. On raw cases i used to take buses . once I took bus from my place about litter time  later  a man got into...  
						  More Information »
« Less Information
","13:06 Nov 01, 2013"
Touching /Groping,"Balmiki Basti, Vikram Nagar, New Delhi, Delhi, Indien"," I was behind the richshaw with my boyfriend and the driver was kind and fun and then he wanted me to try his rickshaw I didn't wanted but he...  
						  More Information »
« Less Information
","05:00 Nov 01, 2013"
Touching /Groping,"Rohini, New Delhi, Delhi, India"," The person tried to touch my private parts while standing in rush in a DTC bus.
As soon as I could respond,he got out of the bus.It happened...  
						  More Information »
« Less Information
","22:55 Oct 31, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," This incident took place at GTB Nagar metro station in the evening.
I was waiting for the metro and suddenly two boys came ans started passing...  
						  More Information »
« Less Information
","22:53 Oct 31, 2013"
Commenting,"Kamla Nagar, New Delhi, Delhi 110007, India"," A guy was touching my ass and commenting.It happened in the evening.  
						  More Information »
« Less Information
","22:51 Oct 31, 2013"
